ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
NapTol_Functional_sc_15_1	185	448	633	NapTol_Functional_sc_15	31456	+		Bacteria (2)	LSU ribosomal protein L32p @ L32p, zinc-dependent
NapTol_Functional_sc_15_2	236	745	981	NapTol_Functional_sc_15	31456	+		Bacteria (2)	Acyl carrier protein
NapTol_Functional_sc_15_3	1241	1005	2246	NapTol_Functional_sc_15	31456	+	2.3.1.41	Bacteria (2)	3-oxoacyl- synthase, KASII (EC 2.3.1.41)
NapTol_Functional_sc_15_4	1250	2271	3521	NapTol_Functional_sc_15	31456	+	2.1.2.1	Bacteria (2)	Serine hydroxymethyltransferase (EC 2.1.2.1)
NapTol_Functional_sc_15_5	494	3576	4070	NapTol_Functional_sc_15	31456	+	3.5.4.12	Bacteria (2)	dCMP deaminase (EC 3.5.4.12) Late competence protein ComEB
NapTol_Functional_sc_15_6	461	4092	4553	NapTol_Functional_sc_15	31456	+		Bacteria (2)	Ribonucleotide reductase transcriptional regulator NrdR
NapTol_Functional_sc_15_7	635	4556	5191	NapTol_Functional_sc_15	31456	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_15_8	1202	5204	6406	NapTol_Functional_sc_15	31456	+	4.1.99.12	Bacteria (2)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_15_9	470	6433	6903	NapTol_Functional_sc_15	31456	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_15_10	455	7058	7513	NapTol_Functional_sc_15	31456	+		Syntrophobacterales (213462)	Transcription termination protein NusB
NapTol_Functional_sc_15_11	572	7467	8039	NapTol_Functional_sc_15	31456	+		root (1)	hypothetical protein
NapTol_Functional_sc_15_12	590	8091	8681	NapTol_Functional_sc_15	31456	-		Monera	putative iron-sulfur flavoprotein
NapTol_Functional_sc_15_13	740	8742	9482	NapTol_Functional_sc_15	31456	-		Bacteria (2)	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
NapTol_Functional_sc_15_14	1313	9605	10918	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_15_15	1241	11171	12412	NapTol_Functional_sc_15	31456	+		root (1)	hypothetical protein
NapTol_Functional_sc_15_16	356	12681	13037	NapTol_Functional_sc_15	31456	+	1.14.13.3	Monera	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)
NapTol_Functional_sc_15_17	509	12979	13488	NapTol_Functional_sc_15	31456	+	1.14.13.3	Peptococcaceae (186807)	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)
NapTol_Functional_sc_15_18	629	13570	14199	NapTol_Functional_sc_15	31456	-	1.1.1.95	Clostridiales (186802)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
NapTol_Functional_sc_15_19	395	14406	14801	NapTol_Functional_sc_15	31456	+		Desulfobacteraceae (213119)	UspA domain protein
NapTol_Functional_sc_15_20	1700	14873	16573	NapTol_Functional_sc_15	31456	-	6.2.1.3	Bacteria (2)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
NapTol_Functional_sc_15_21	224	17001	17225	NapTol_Functional_sc_15	31456	+		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_15_22	644	17262	17906	NapTol_Functional_sc_15	31456	+		Desulfatibacillum alkenivorans (259354)	PHP domain-containing protein
NapTol_Functional_sc_15_23	440	17951	18391	NapTol_Functional_sc_15	31456	-		Chlorobaculum parvum (274539)	Cupin 2, conserved barrel domain protein
NapTol_Functional_sc_15_24	1934	18413	20347	NapTol_Functional_sc_15	31456	-		Proteobacteria (1224)	Kup system potassium uptake protein
NapTol_Functional_sc_15_25	767	20636	21403	NapTol_Functional_sc_15	31456	-		Desulfobacteraceae (213119)	3-hydroxyacyl-CoA dehydrogenase (hbd-2)
NapTol_Functional_sc_15_26	875	21500	22375	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_15_27	329	22365	22694	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_15_28	779	22970	23749	NapTol_Functional_sc_15	31456	+	2.3.1.51	Proteobacteria (1224)	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
NapTol_Functional_sc_15_29	1121	23807	24928	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_15_30	245	24965	25210	NapTol_Functional_sc_15	31456	-		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_15_31	686	25687	26373	NapTol_Functional_sc_15	31456	-		Bacteria (2)	type II DNA modification methyltransferase, putative
NapTol_Functional_sc_15_32	590	26357	26947	NapTol_Functional_sc_15	31456	-		Bacteria (2)	MULTISPECIES: restriction endonuclease BglII
NapTol_Functional_sc_15_33	1016	27715	28731	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_15_34	830	29328	30158	NapTol_Functional_sc_15	31456	-		Proteobacteria (1224)	Transposase OrfAB, subunit B
NapTol_Functional_sc_15_35	302	30155	30457	NapTol_Functional_sc_15	31456	-		Alphaproteobacteria (28211)	bll1742 putative transposase
NapTol_Functional_sc_15_36	725	30643	31368	NapTol_Functional_sc_15	31456	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_0	314	2	316	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_1	716	556	1272	NapTol_Functional_sc_12	35240	-		Proteobacteria (1224)	hypothetical protein
NapTol_Functional_sc_12_2	512	1269	1781	NapTol_Functional_sc_12	35240	-		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_12_3	1406	2310	3716	NapTol_Functional_sc_12	35240	-	6.1.1.17	Proteobacteria (1224)	Glutamyl-tRNA synthetase (EC 6.1.1.17) ## unambiguous
NapTol_Functional_sc_12_4	542	3884	4426	NapTol_Functional_sc_12	35240	+		root (1)	hypothetical protein
NapTol_Functional_sc_12_5	185	4448	4633	NapTol_Functional_sc_12	35240	+		Bacteria (2)	LSU ribosomal protein L32p @ L32p, zinc-dependent
NapTol_Functional_sc_12_6	236	4745	4981	NapTol_Functional_sc_12	35240	+		Bacteria (2)	Acyl carrier protein
NapTol_Functional_sc_12_7	1241	5005	6246	NapTol_Functional_sc_12	35240	+	2.3.1.41	Bacteria (2)	3-oxoacyl- synthase, KASII (EC 2.3.1.41)
NapTol_Functional_sc_12_8	1250	6271	7521	NapTol_Functional_sc_12	35240	+	2.1.2.1	Bacteria (2)	Serine hydroxymethyltransferase (EC 2.1.2.1)
NapTol_Functional_sc_12_9	494	7576	8070	NapTol_Functional_sc_12	35240	+	3.5.4.12	Bacteria (2)	dCMP deaminase (EC 3.5.4.12) Late competence protein ComEB
NapTol_Functional_sc_12_10	461	8092	8553	NapTol_Functional_sc_12	35240	+		Bacteria (2)	Ribonucleotide reductase transcriptional regulator NrdR
NapTol_Functional_sc_12_11	635	8556	9191	NapTol_Functional_sc_12	35240	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_12_12	1202	9204	10406	NapTol_Functional_sc_12	35240	+	4.1.99.12	Bacteria (2)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_12_13	470	10433	10903	NapTol_Functional_sc_12	35240	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_12_14	455	11058	11513	NapTol_Functional_sc_12	35240	+		Syntrophobacterales (213462)	Transcription termination protein NusB
NapTol_Functional_sc_12_15	572	11467	12039	NapTol_Functional_sc_12	35240	+		root (1)	hypothetical protein
NapTol_Functional_sc_12_16	590	12091	12681	NapTol_Functional_sc_12	35240	-		Monera	putative iron-sulfur flavoprotein
NapTol_Functional_sc_12_17	740	12742	13482	NapTol_Functional_sc_12	35240	-		Bacteria (2)	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
NapTol_Functional_sc_12_18	1313	13605	14918	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_19	1241	15170	16411	NapTol_Functional_sc_12	35240	+		root (1)	hypothetical protein
NapTol_Functional_sc_12_20	356	16679	17035	NapTol_Functional_sc_12	35240	+	1.14.13.3	Monera	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)
NapTol_Functional_sc_12_21	509	16977	17486	NapTol_Functional_sc_12	35240	+	1.14.13.3	Peptococcaceae (186807)	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)
NapTol_Functional_sc_12_22	629	17568	18197	NapTol_Functional_sc_12	35240	-	1.1.1.95	Clostridiales (186802)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
NapTol_Functional_sc_12_23	395	18404	18799	NapTol_Functional_sc_12	35240	+		Desulfobacteraceae (213119)	UspA domain protein
NapTol_Functional_sc_12_24	1700	18871	20571	NapTol_Functional_sc_12	35240	-	6.2.1.3	Bacteria (2)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
NapTol_Functional_sc_12_25	224	20999	21223	NapTol_Functional_sc_12	35240	+		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_12_26	644	21260	21904	NapTol_Functional_sc_12	35240	+		Desulfatibacillum alkenivorans (259354)	PHP domain-containing protein
NapTol_Functional_sc_12_27	440	21949	22389	NapTol_Functional_sc_12	35240	-		Chlorobaculum parvum (274539)	Cupin 2, conserved barrel domain protein
NapTol_Functional_sc_12_28	1934	22411	24345	NapTol_Functional_sc_12	35240	-		Proteobacteria (1224)	Kup system potassium uptake protein
NapTol_Functional_sc_12_29	767	24634	25401	NapTol_Functional_sc_12	35240	-		Desulfobacteraceae (213119)	3-hydroxyacyl-CoA dehydrogenase (hbd-2)
NapTol_Functional_sc_12_30	875	25498	26373	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_31	329	26363	26692	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_32	779	26974	27753	NapTol_Functional_sc_12	35240	+	2.3.1.51	Proteobacteria (1224)	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
NapTol_Functional_sc_12_33	1121	27811	28932	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_34	245	28969	29214	NapTol_Functional_sc_12	35240	-		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_12_35	686	29691	30377	NapTol_Functional_sc_12	35240	-		Bacteria (2)	type II DNA modification methyltransferase, putative
NapTol_Functional_sc_12_36	590	30361	30951	NapTol_Functional_sc_12	35240	-		Bacteria (2)	MULTISPECIES: restriction endonuclease BglII
NapTol_Functional_sc_12_37	1442	31437	32879	NapTol_Functional_sc_12	35240	-	5.3.3.3	Bacteria (2)	4-hydroxybutanoyl-CoA dehydratase (EC 4.2.1.-) / Vinylacetyl-CoA Delta-isomerase 5.3.3.3)
NapTol_Functional_sc_12_38	149	32954	33103	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_39	476	33124	33600	NapTol_Functional_sc_12	35240	-		root (1)	hypothetical protein
NapTol_Functional_sc_12_40	575	33593	34168	NapTol_Functional_sc_12	35240	-		Monera	Iron-sulfur flavoprotein
NapTol_Functional_sc_12_41	683	34204	34887	NapTol_Functional_sc_12	35240	-		Deltaproteobacteria (28221)	carbon monoxide dehydrogenase E protein
NapTol_Functional_sc_13_0	938	3	941	NapTol_Functional_sc_13	34815	+	4.2.1.3	Bacteria (2)	Aconitate hydratase (EC 4.2.1.3)
NapTol_Functional_sc_13_1	1121	967	2088	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_2	272	2131	2403	NapTol_Functional_sc_13	34815	+	4.1.3.6	Bacteria (2)	Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)
NapTol_Functional_sc_13_3	656	2346	3002	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_4	929	2983	3912	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_5	1250	3934	5184	NapTol_Functional_sc_13	34815	+	1.1.1.42	Gammaproteobacteria (1236)	Isocitrate dehydrogenase (EC 1.1.1.42)
NapTol_Functional_sc_13_6	971	5283	6254	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_7	335	6464	6799	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_8	674	6937	7611	NapTol_Functional_sc_13	34815	+		Bacteria (2)	response regulator two-component regulatory system PhoQ
NapTol_Functional_sc_13_9	1427	7615	9042	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_10	1826	9060	10886	NapTol_Functional_sc_13	34815	-		root (1)	hypothetical protein
NapTol_Functional_sc_13_11	680	10883	11563	NapTol_Functional_sc_13	34815	-		root (1)	hypothetical protein
NapTol_Functional_sc_13_12	827	11568	12395	NapTol_Functional_sc_13	34815	-		Bacteria (2)	SN-glycerol-3-phosphate transport system permease protein UgpE (TC 3.A.1.1.3)
NapTol_Functional_sc_13_13	890	12392	13282	NapTol_Functional_sc_13	34815	-		Firmicutes (1239)	N-Acetyl-D-glucosamine ABC transport system, permease protein 1
NapTol_Functional_sc_13_14	1247	13360	14607	NapTol_Functional_sc_13	34815	-		root (1)	hypothetical protein
NapTol_Functional_sc_13_15	2429	14619	17048	NapTol_Functional_sc_13	34815	-		root (1)	hypothetical protein
NapTol_Functional_sc_13_16	989	17250	18239	NapTol_Functional_sc_13	34815	+		Treponema caldaria (215591)	LacI family transcriptional regulator
NapTol_Functional_sc_13_17	1358	18314	19672	NapTol_Functional_sc_13	34815	+	3.2.1.22	Bacteria (2)	Alpha-galactosidase (EC 3.2.1.22)
NapTol_Functional_sc_13_18	1568	19852	21420	NapTol_Functional_sc_13	34815	+		Treponema caldaria (215591)	Polyferredoxin NapH (periplasmic nitrate reductase)
NapTol_Functional_sc_13_19	350	21438	21788	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_20	2135	22197	24332	NapTol_Functional_sc_13	34815	+	1.17.4.2	Bacteria (2)	Ribonucleotide reductase class III (anaerobic), large subunit (EC 1.17.4.2)
NapTol_Functional_sc_13_21	878	24349	25227	NapTol_Functional_sc_13	34815	+		root (1)	hypothetical protein
NapTol_Functional_sc_13_22	1694	25258	26952	NapTol_Functional_sc_13	34815	-		Bacteria (2)	von Willebrand factor type A domain protein
NapTol_Functional_sc_13_23	788	27228	28016	NapTol_Functional_sc_13	34815	-		Treponema caldaria (215591)	Haloacid dehalogenase domain-containing protein hydrolase
NapTol_Functional_sc_13_24	626	28022	28648	NapTol_Functional_sc_13	34815	-	2.5.1.3	Treponema caldaria (215591)	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
NapTol_Functional_sc_13_25	824	28635	29459	NapTol_Functional_sc_13	34815	-	2.7.1.50	Bacteria (2)	Hydroxyethylthiazole kinase (EC 2.7.1.50)
NapTol_Functional_sc_13_26	818	29456	30274	NapTol_Functional_sc_13	34815	-	2.7.4.7	Bacteria (2)	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
NapTol_Functional_sc_13_27	1298	30264	31562	NapTol_Functional_sc_13	34815	-	4.1.99.17	Bacteria (2)	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
NapTol_Functional_sc_13_28	467	31884	32351	NapTol_Functional_sc_13	34815	-	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_13_29	1241	32348	33589	NapTol_Functional_sc_13	34815	-	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_13_30	668	33589	34257	NapTol_Functional_sc_13	34815	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_13_31	572	34242	34814	NapTol_Functional_sc_13	34815	-	3.5.4.26	Firmicutes (1239)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_10_0	509	131	640	NapTol_Functional_sc_10	31399	-		Firmicutes (1239)	GTP-binding protein Obg
NapTol_Functional_sc_10_1	548	653	1201	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_2	263	1695	1958	NapTol_Functional_sc_10	31399	-		Clostridiales (186802)	LSU ribosomal protein L27p
NapTol_Functional_sc_10_3	317	1980	2297	NapTol_Functional_sc_10	31399	-		Firmicutes (1239)	LSU ribosomal protein L21p
NapTol_Functional_sc_10_4	1559	2727	4286	NapTol_Functional_sc_10	31399	+	6.4.1.2	Bacillales (1385)	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / beta 6.4.1.2) Propionyl-CoA carboxylase 6.4.1.3)
NapTol_Functional_sc_10_5	455	4352	4807	NapTol_Functional_sc_10	31399	-		Clostridiales (186802)	Archaeal/vacuolar-type H+-ATPase subunit H
NapTol_Functional_sc_10_6	596	4848	5444	NapTol_Functional_sc_10	31399	-		Peptococcaceae (186807)	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
NapTol_Functional_sc_10_7	962	5563	6525	NapTol_Functional_sc_10	31399	+	3.4.24.78	Clostridia (186801)	Endopeptidase spore protease Gpr (EC 3.4.24.78)
NapTol_Functional_sc_10_8	254	6944	7198	NapTol_Functional_sc_10	31399	-		Clostridia (186801)	Small acid-soluble spore protein, beta-type SASP
NapTol_Functional_sc_10_9	2078	7374	9452	NapTol_Functional_sc_10	31399	-		Bacteria (2)	ATP-dependent DNA helicase RecG (EC 3.6.1.-)
NapTol_Functional_sc_10_10	1040	9730	10770	NapTol_Functional_sc_10	31399	-	2.4.2.11	Bacteria (2)	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
NapTol_Functional_sc_10_11	479	10774	11253	NapTol_Functional_sc_10	31399	-	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_10_12	1208	11284	12492	NapTol_Functional_sc_10	31399	-	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_10_13	479	12534	13013	NapTol_Functional_sc_10	31399	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_10_14	1019	13230	14249	NapTol_Functional_sc_10	31399	-	3.5.4.26	Clostridia (186801)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_10_15	665	14600	15265	NapTol_Functional_sc_10	31399	-		Clostridia (186801)	GntR family transcriptional regulator
NapTol_Functional_sc_10_16	845	15458	16303	NapTol_Functional_sc_10	31399	-	2.3.1.16	Bacteria (2)	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase 2.3.1.9)
NapTol_Functional_sc_10_17	728	16369	17097	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_18	1847	17100	18947	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_19	1451	18947	20398	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_20	533	20358	20891	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_21	233	21092	21325	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_22	137	21657	21794	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_23	311	21855	22166	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_24	296	22144	22440	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_25	248	22449	22697	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_26	635	22761	23396	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_27	212	23408	23620	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_28	326	23814	24140	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_29	287	24149	24436	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_30	791	24433	25224	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_31	461	25416	25877	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_32	893	25900	26793	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_33	938	26795	27733	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_34	893	28644	29537	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_35	314	29807	30121	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_36	359	30165	30524	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_10_37	512	30551	31063	NapTol_Functional_sc_10	31399	-		root (1)	hypothetical protein
NapTol_Functional_sc_11_0	311	1282	1593	NapTol_Functional_sc_11	21424	-		root (1)	glycosyl transferase protein, family 1 [ (GT4)
NapTol_Functional_sc_11_1	1418	1640	3058	NapTol_Functional_sc_11	21424	+	5.99.1.3	Firmicutes (1239)	DNA gyrase subunit A (EC 5.99.1.3)
NapTol_Functional_sc_11_2	176	4301	4477	NapTol_Functional_sc_11	21424	+		root (1)	hypothetical protein
NapTol_Functional_sc_11_3	137	6774	6911	NapTol_Functional_sc_11	21424	+		root (1)	hypothetical protein
NapTol_Functional_sc_11_4	791	8904	9695	NapTol_Functional_sc_11	21424	+		Youngiibacter fragilis (1408819)	polysaccharide deacetylase
NapTol_Functional_sc_11_5	1151	9756	10907	NapTol_Functional_sc_11	21424	-		Firmicutes (1239)	proton/sodium-glutamate symport protein
NapTol_Functional_sc_11_6	221	11038	11259	NapTol_Functional_sc_11	21424	-		Youngiibacter fragilis (1408819)	hypothetical protein
NapTol_Functional_sc_11_7	212	11390	11602	NapTol_Functional_sc_11	21424	+		root (1)	hypothetical protein
NapTol_Functional_sc_11_8	341	11573	11914	NapTol_Functional_sc_11	21424	-		Firmicutes (1239)	IstB ATP binding domain-containing protein
NapTol_Functional_sc_11_9	164	11965	12129	NapTol_Functional_sc_11	21424	-		root (1)	hypothetical protein
NapTol_Functional_sc_11_10	1484	12129	13613	NapTol_Functional_sc_11	21424	-		Firmicutes (1239)	ISPsy14, transposase
NapTol_Functional_sc_11_11	1133	13756	14889	NapTol_Functional_sc_11	21424	+		Bacteria (2)	ISPsy14, transposase
NapTol_Functional_sc_11_12	458	14843	15301	NapTol_Functional_sc_11	21424	+		Firmicutes (1239)	Mobile element protein
NapTol_Functional_sc_11_13	743	15294	16037	NapTol_Functional_sc_11	21424	+		Bacteria (2)	Mobile element protein
NapTol_Functional_sc_11_14	185	16092	16277	NapTol_Functional_sc_11	21424	-		root (1)	hypothetical protein
NapTol_Functional_sc_11_15	203	16476	16679	NapTol_Functional_sc_11	21424	-		Clostridiaceae (31979)	aminotransferase classes I II
NapTol_Functional_sc_11_16	713	16850	17563	NapTol_Functional_sc_11	21424	-	4.4.1.8	Firmicutes (1239)	Cystathionine beta-lyase, Bsu PatB (EC 4.4.1.8)
NapTol_Functional_sc_11_17	2042	17866	19908	NapTol_Functional_sc_11	21424	-		Bacteria (2)	Response regulator zinc sigma-54-dependent two-component system
NapTol_Functional_sc_11_18	359	20094	20453	NapTol_Functional_sc_11	21424	+		Bacteria (2)	Putative inner membrane protein
NapTol_Functional_sc_11_19	818	20558	21376	NapTol_Functional_sc_11	21424	+		Firmicutes (1239)	Putative inner membrane protein
NapTol_Functional_sc_18_0	362	395	757	NapTol_Functional_sc_18	20562	+		root (1)	hypothetical protein
NapTol_Functional_sc_18_1	272	821	1093	NapTol_Functional_sc_18	20562	-		root (1)	hypothetical protein
NapTol_Functional_sc_18_2	1520	1214	2734	NapTol_Functional_sc_18	20562	-	1.12.7.2	Bacteria (2)	Periplasmic hydrogenase (EC 1.12.7.2)
NapTol_Functional_sc_18_3	275	2727	3002	NapTol_Functional_sc_18	20562	-		root (1)	hypothetical protein
NapTol_Functional_sc_18_4	1256	3649	4905	NapTol_Functional_sc_18	20562	-		Desulfomonile tiedjei (2358)	Fe-S oxidoreductase
NapTol_Functional_sc_18_5	773	4909	5682	NapTol_Functional_sc_18	20562	-		root (1)	hypothetical protein
NapTol_Functional_sc_18_6	239	5692	5931	NapTol_Functional_sc_18	20562	-		Bacillales (1385)	SirA family protein
NapTol_Functional_sc_18_7	536	5964	6500	NapTol_Functional_sc_18	20562	-	1.8.1.14	Firmicutes (1239)	CoA-disulfide reductase (EC 1.8.1.14) / Disulfide bond regulator
NapTol_Functional_sc_18_8	302	6554	6856	NapTol_Functional_sc_18	20562	-		Anaeromyxobacter sp. Fw109-5 (404589)	transcriptional regulator, ArsR family
NapTol_Functional_sc_18_9	2051	6928	8979	NapTol_Functional_sc_18	20562	+	1.5.1.20	Bacteria (2)	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
NapTol_Functional_sc_18_10	3740	8976	12716	NapTol_Functional_sc_18	20562	+	2.1.1.13	Proteobacteria (1224)	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
NapTol_Functional_sc_18_11	800	12643	13443	NapTol_Functional_sc_18	20562	-		root (1)	hypothetical protein
NapTol_Functional_sc_18_12	410	13447	13857	NapTol_Functional_sc_18	20562	-		Bacteria (2)	NIL domain-containing protein
NapTol_Functional_sc_18_13	1154	13854	15008	NapTol_Functional_sc_18	20562	-		Monera	Ferredoxin oxidoreductase
NapTol_Functional_sc_18_14	1271	15162	16433	NapTol_Functional_sc_18	20562	-		Bacteria (2)	Putative GTP-binding protien TM0445
NapTol_Functional_sc_18_15	1349	16443	17792	NapTol_Functional_sc_18	20562	-	4.3.1.1	Spirochaetaceae (137)	Aspartate ammonia-lyase (EC 4.3.1.1)
NapTol_Functional_sc_18_16	1037	17782	18819	NapTol_Functional_sc_18	20562	-		Bacteria (2)	Biotin synthase related enzymes
NapTol_Functional_sc_18_17	1385	18816	20201	NapTol_Functional_sc_18	20562	-		Bacteria (2)	Thiazole biosynthesis protein ThiH
NapTol_Functional_sc_18_18	287	20173	20460	NapTol_Functional_sc_18	20562	-		Clostridia (186801)	CopG family transcripitonal regulator
NapTol_Functional_sc_19_0	608	3	611	NapTol_Functional_sc_19	13128	+	1.17.4.2	Bacteria (2)	Ribonucleotide reductase class III (anaerobic), large subunit (EC 1.17.4.2)
